Label,Content
A,民視8點檔「多情城市」自去年9月底播出至今，長達10個月至今220集，劇中5大命案懸而未決變玄案，兇手始終逍遙法外，好不容易由黃文星飾演的「劉加堯」意外造成殺害「明玥」兇手被逮，29日播出的劇情（案情）竟出現逆轉，「兇手」指向一人「大魔王」楊三泰（王燦飾演），劇情峰迴路轉一拖再拖，讓網友看了直呼：「好累！」。
A,劇中，自一開始「邱醫師」（翁家明飾演）被砸後腦勺變植物人，陳志龍（傅子純飾演）落懸崖，「明玥」（蘇晏霈飾演）魂斷婚禮，阿嬤（陳淑芳飾演）火場領便當、「羅正群」（傅子純飾演）遭槍殺倒地等，5命案釀2條人命，其中2人奇蹟死而復生，還有1人仍埋伏筆、生死未卜。
A,特別的是，當爆出明玥命案後，隨即展開的密室殺人事件，排除好人角色，所有反派演員都是嫌疑人，最後「安排」由「加堯」渣上加渣又添壞，成為兇手被捕入獄，但一句「明玥致命傷在頭部」，令案情急轉直下，「兇手」竟然另有其人，且使出的手段還與當年殺害邱醫師手法（煙灰缸砸頭）如出一轍，為阻止人竟遠距離丟鈍器傷人的情節，讓網友狠酸：「三泰可以去大聯盟投球了」、「為了把所有壞事推給楊三泰，補拍他和明玥在新娘休息室的劇情，楊三泰還真無辜。」調侃劇情「轉得真硬」，也感嘆三泰成了「黑鍋王」，而為了補拍命案過程，刻意的懸疑橋段疑似「抄柯南」，網友批：「抄來抄去、變來變去，又一直補拍，看了有點累」。王燦飾演的楊三泰拿著「兇器」深受打擊。圖／摘自youtube王燦（右）一時氣憤擊中飾演養女「明玥」的蘇晏霈。圖／摘自youtube
A,韓星河智苑曾出演《峇里島的日子》、《祕密花園》、《奇皇后》、《巧克力》等多部知名電視劇，如今已42歲的她保養有佳，模樣與剛出道時相比幾乎沒什麼變化，在她臉上絲毫看不出有歲月的痕跡。
A,近日河智苑參加《深夜正式演藝》專訪，當中被問到是如何維持美貌，她則謙虛的回答說：「可能是因為我經常笑，所以有提拉的效果。」隨後便曝光自己的秘方，就是「一天吃三個檸檬」，節目一播出，引發網友熱議！
A,《綜藝玩很大》今年邁向第六週年，而六週年的節目這一集，製作單位又出狠招讓KID（林柏昇）與小鬼從南投走到合歡山上，這讓KID忍不住在社群上寫下420字回歸「玩很大」的心得。
A,KID今年3月退伍後，回歸「玩很大」的首集就是從服役的單位南投役政署走回台北，花了三天時間終於達成目標，而這次「玩很大」的六週年，除了要在南投舉辦草地音樂會外，還讓KID與小鬼再次挑戰走長途，這次一樣也是從南投出發，終點是合歡山，再次讓KID走到快崩潰，於是就在社群上吐露回歸玩很大的心得，只見他連發了420個「走」字，網友也笑稱「玩很大要改名叫走很久」、「變成綜藝走很大」、「走到天荒地老」。KID寫下回歸「玩很大」了心得。 圖／擷自KID臉書
A,大S與汪小菲結婚後，生下一兒一女，常在社群網站分享婚姻日常，生活相當幸福。如今兩人已結婚10年，汪小菲則想起當年與大S認識49天就登記閃婚，隔年在三亞舉行婚禮，自覺欠大S一個溫馨婚禮，「就我們兩個人光腳踩在沙灘上看海」，大S的回答則跌破眾人眼鏡。
A,昨（29日）汪小菲還原當年辦婚禮的經過，兩人相識一個多月後，一向喜愛低調的大S只邀請朋友聚餐，「她覺得那就是她夢想的婚禮了」，不過因為汪小菲喜歡熱鬧、喜歡海邊，隔年才在海邊舉辦奢華婚禮。
B,大同（2371）工會今（30）日向監察院陳情，訴求主題為：主管機關踢皮球， 中資還要查多久？
B,大同工會表示，向來訴求非常簡單，就是保障員工工作權，我們希望公司現在與未來都專注於本業發展，精益求精，贏得市場的認同，每一位工會成員，不管他（她）身處在哪一個崗位上，都秉持大同寶寶橄欖球員的精神，除了奮發向前外，我們更加重視團隊協調合作，每一次的傳球，最終的目的是達陣得分，而不是推諉責任，每一次的傳球也代表大同員工面對困難與挑戰，永遠不放棄的決心，我們必將贏得公義 ！
B,大同工會指出，自大同工會到證期局及經濟部抗議後，非常遺憾的是，證期局對工會訴求，請儘速查明中資，毫無回應，除了接受新聞採訪指責公司對外資認定為陸資不盡合理外，請問「牛肉」在哪？還要查多久？還要行政怠惰多久？
B,大同工會到經濟部抗議，得到一紙公文，查中資是金管會在管，而公司檢舉檢調，似乎證據被沒收，告發案件被藏在抽屜裡？
B,大同工會想問:這個政府怎麼了？一個只會裝傻的政府？一個只會推皮球的政府？一個只會沒收人民陳情的政府？是得不到人民的信任與支持的，政府是民選的，人民是政府的主人，不是被忽悠，不是被卸責，不是被沒收的對象。
B,大同工會鄭重懇切請求監察院查明督促相關行政機關，不要在職權上怠惰，積極行使職權，才是大同員工之福，全民之福。
B,央行公布第2季理監事會議議事錄摘要，揭開疫情陰影未散去，但理事一致認同不降息的關鍵，除了保留未來政策空間、再降息將持續影響銀行業獲利，且長期低利率有不良影響，政策應更審慎。
B,中央銀行今年第1季因應新冠肺炎（COVID-19）疫情衝擊，大動作降息1碼，6月舉行第2季理監事會，由於國內疫情穩定，決議利率按兵不動，重貼現率維持1.125%。
B,央行今天公布議事錄摘要，揭開理事一致決議不繼續降息的原因，央行理事普遍認為，國內經濟情況相對平穩，且存在不確定性，基於未來政策工具操作的空間，仍以維持政策利率不變為宜。
B,有位理事進一步說明，市場已逐漸反映3月降息效果，有鑑於台灣經濟數據比其他主要國家好，這個時間點不宜降息。
B,央行往年多採連續升息、降息的做法，只降息一次就停止的狀況並不多見，不過有理事分析，當前利率已低，再次調降雖有宣示效果，實質效果相對有限，且將壓縮未來操作空間。
B,此外，這位理事也說，貨幣政策的部分，央行實施中小企業政策性專案貸款可以展現宣示效果，且實質效果遠大於宣示效果，因此，維持政策利率不變相當合理。
B,也有理事指出，如果再降，銀行調降貸款利率的空間有限，實質效果不大，而且當前房貸及企業貸款等利率均處歷史低點，再降息會持續影響銀行業獲利。
B,另位理事贊成不須降息，但理由不是預留未來政策空間，即使將來疫情惡化，經濟情勢轉趨不樂觀，仍應多採行其他政策工具，因為利率已處歷史低點，長期低利率產生不良影響，因此，央行對利率工具務必謹慎，未來如有必要須調整貨幣政策時，宜多考量其他政策工具。
B,財政部表示，公股代表廖燦昌、黃伯川及陳世卿等三人，因涉嫌違法放貸遠東航空公司案，遭台北地檢署起訴。其中廖燦昌已於今天中午請辭第一金控董事長暨集團子公司其他兼職，財政部已經予以准辭。
B,至於黃伯川及陳世卿2人的部分，財政部表示，此案已進入司法程序，將進一步瞭解案情，未來再視事證作妥適處理。
B,財政部官員表示，廖燦昌是今天中午主動向財政部遞上辭任書，依據程序財政部准辭後要進行解任的程序，已在下午4點半函文給第一金控，由第一金控後續處理。將會請第一金控總經理林謙浩及第一銀行總經理鄭美玲暫代董事長，暫代期間不會超過三個月，直到指派新的董事長並經行政院核定為至止。
B,台北地檢署偵辦遠航掏空案，查出董事長張綱維入主遠航，是靠借來年息30%的5億元高利貸，再以大水庫方式，挪用遠航營收，最後靠合庫前董座廖燦昌（現為第一金董事長）施壓，用沒有價值的淡水八卦山爛尾樓擔保放貸，掏空遠航35億9千萬元；檢方依違反證交法特別背信、詐欺、侵占等罪起訴張、廖，求處重刑。
B,今年4月8名公股行庫高層大換血，驚動金融業，北檢起訴名單就有3人名列在冊，除廖燦昌外，還包括合庫銀總經理陳世卿、土銀董事長黃伯川，3人都被控違反授信規章與風險，利用職權向合庫基層經辦人施壓，違法放貸張綱維取得資金，讓張綱維債留遠航。
B,當年廖燦昌因慶富聯貸案被撤換離開合庫，卻能擔任第一金控董事長，引發爭議，當時「升官」的還有土銀董事長黃伯川、合庫總經理陳世卿，2人分別是廖燦昌在合庫時代的總經理、授信部協理。
B,遠航掏空案涉及多位行庫高層，時任合庫董事長、現任第一金董事長廖燦昌，今（30）日遭檢調起訴，隨後火速請辭獲准。廖燦昌因慶富案，從合庫遭拔官，去年因行政院長蘇貞昌的「用人之道論」，於爭議中回鍋公股體系，如今時隔不到兩年，又因涉嫌遠航掏空案主動請辭，現年66歲的他，可說人生起起伏伏。
B,談到廖燦昌，「相當厲害、長袖善舞、很聽話」等形容詞，都是外界賦予的稱號，公股行庫都有肩負政策性貸款的任務，而廖燦昌不論走到哪，哪裡的政策貸款成績就是名列前茅，受行政院與財政部喜愛。
B,從台企銀基層出身的廖燦昌，靠著專業度以及執政黨喜愛，一路躍升至台企銀董座一職，2014年轉任合庫金董事長，2017年時，還在柬埔寨開心地參加分行開幕儀式時，一通來自台灣的遠洋電話…他因慶富案結束他的公股金融圈旅程。
B,2017年遭拔掉後，廖燦昌於寶佳集團擔任顧問一職，去年蘇貞昌一場「用人唯才」人事大風吹，也將廖吹回公股體系，但因當時在合庫下台的不風光，所以回鍋後，引起許多爭議，立委也經常將炮口對向廖…
B,藍委賴士葆曾於質詢台上說「廖燦昌是風派，風怎麼吹，你就怎麼倒」，廖當時回應說「我沒那麼厲害」；時任立委黃國昌更直言「永遠的執政黨」，「誰有權力、他就跟誰好。」
B,儘管爭議頗多，廖燦昌仍穩坐公股行庫高官，而且任職的行庫一間比一間大，藍綠執政都有他的身影，公關實力實在讓外界欽佩，如今陷入弊案爭議、進入司法調查階段，也立即負起責任，主動向財政部遞上辭任書…未來還能否回歸公股圈，外界都在看。
B,「動滋券」原定在今(30日)上午10時開放民眾領取，但卻在原訂開放前35分鐘，突然發布新聞稿改變時程表，教育部次長兼代理體育署長林騰蛟說明，為了讓400萬人抽中的「動滋券」得獎者能有更好的領取方式，及讓商家能有更好的交易介面，加上仍有業者表達希望參與，因此動滋券領取延後到8月6日領券，8月8日開始使用，使用期限也由原先的今年底，順延至民國110年1月31日。
B,林騰蛟也說，8月6日領券前兩日，採用身分證號末碼分流領券，6日為雙號領券、7日為單號，8日起所有抽中的民眾都可以領取，希望民眾能分流領取減輕系統塞車負擔。
B,客委會昨進行「浪漫客庄旅遊券」第二階段公開抽籤，從逾三五八萬五千多人中抽出十四萬名得主，中獎率不到百分之四。客委會昨下午五點陸續發送簡訊通知得獎者，晚上七點開放中獎查詢功能，但時間一到，因湧入大量民眾查詢，客委會客庄浪漫遊會LINE官方群組查詢功能又「卡卡」，無法順暢連線。
B,客委會這次共發放廿八萬份、價值八百元的浪漫客庄遊電子旅遊券，從七月廿二至廿八日止，累計三五八萬五三一○人參與登記。
B,第二階段開放登記前兩天，也才因瞬間流量超乎預期導致大當機，引發民怨。昨最終結果出爐後，由於僅百分之四的人抽中，不少民眾好不容易「卡」後查詢發現自己未抽中，索性怒封鎖客委會以及客庄浪漫遊的LINE官方群組。
B,客委會副主委鍾孔炤說，第二階段雖然發生登記塞車爆量，為表現客委會誠意，登記延長兩天、也取消異地消費限制。
B,鍾孔炤說，客庄旅遊券從八月起可使用，在全台十一個縣市、七十個客家文化重點發展區，逾四千家「浪漫客庄遊指定店」都能消費使用，各店家訊息可於ＬＩＮＥ活動專區查詢。
B,民眾結帳時只要打開票券掃描QRcode，每消費滿一百元即可折抵一張，最高一次可折抵八百元。
B,不過，嘉義縣市都無法使用。民進黨嘉義縣客家籍議員陳柏麟昨表達不滿，要求客委會放寬限制，讓嘉義縣客家族群也可享受客庄券福利。陳柏麟說，嘉義縣客家族群從八掌溪、赤蘭溪沿線，到阿里山、大埔鄉等部落，全是客家人，絕對比雲林縣崙背鄉的客家人口多。
B,嘉義縣中埔鄉長李碧菁說，聽到中埔不能使用客庄券感覺很無奈，在地客家民眾做手工物品貼補家用，包括手工皂、拼布包及稻梗製成的拍打棒，很希望能被列入客庄券使用範圍。
B,溪口鄉也有客家文化館，鄉長孫維聰說，可能民眾的祖先是客家人，但經時代演變已不說客家話，因此在判斷客家族群時會有爭議，他能理解客委會將資源放在較看得到政策結果的場域。
B,嘉義縣府民政處科長施建章說，縣府今年五月曾去函客委會，希望放寬客庄券適用範圍，但客委會未同意。
B,「動滋券」原定在今(30日)上午10時開放民眾領取，但卻在原訂開放前35分鐘，突然發布新聞稿改變時程表，教育部次長兼代理體育署長林騰蛟說明，為了讓400萬人抽中的「動滋券」得獎者能有更好的領取方式，及讓商家能有更好的交易介面，加上仍有業者表達希望參與，因此動滋券領取延後到8月6日領券，8月8日開始使用，使用期限也由原先的今年底，順延至民國110年1月31日。
B,林騰蛟也說，8月6日領券前兩日，採用身分證號末碼分流領券，6日為雙號領券、7日為單號，8日起所有抽中的民眾都可以領取，希望民眾能分流領取減輕系統塞車負擔。
B,振興三倍券上路半個月，上周四才開放兌領，但已有約一成的三被券被業者換回現金。行政院長蘇貞昌今表示，相關部會應宣傳三倍券可換加碼、比現金好用，且年底前都有效，業者不用急著換現金，而是可以循環使用。
B,行政院發言人丁怡銘今轉述表示，蘇貞昌在行政院會提醒，政府推動相關政策應該把相關配套想在前面，做好，若當初有思慮不周，輿論反應後，也要一再檢討提出解決方案。
B,丁怡銘說，蘇以三倍券為例，當初召集各部會討論，竭盡所能把發放做好，宣傳重點也放在發放跟領取，等領取作業順利後，各部會也能妥善處理準備兌領，上禮拜院會經濟部報告兌領作業情形時，會後也朝開會議，讓兌領作業簡化，這部分感謝各部會規劃。
B,不過，蘇貞昌認為，三倍券最重要目的是刺激消費、振興經濟，相關部會應該思考如何用力宣傳，讓三倍券換加碼、比現金好用，宣傳到年底前都有效，不用急著換現金，希望可以循環使用。
B,政府推出振興三倍券提振經濟，四大部會文化部、客委會、教育部、農委會也各自加碼，分別推出「藝Fun券」、「浪漫客庄旅遊券」、「動滋券」及「農遊券」等四款免費電子，要為因疫情受創的經濟添柴火。四大加碼券該怎麼申請、怎麼領、怎麼花、有哪些使用限制，本網詳列各項解答，一張表讓您一目了瞭。
B,三倍券幾乎是人人可領，但四大部會推出的加碼券並不是人人有獎，需要經過抽籤才能取得，抽籤結果已陸續出爐。
B,目前，由農委會提供價值250元的農遊券，500萬份已抽完，中籤率高達96%，幾乎是有報名就會中；文化部推出的200萬份 價值600元的「藝Fun券」，21日從報名的303萬人中，抽出身分證末碼「0、3、4、5、7、8、9」的210萬名幸運兒，中獎率近7成。鑑於此次藝Fun券註冊人數踴躍，文化部長李永得表示，將針對65歲以上、18歲以下的手機弱勢及身心障礙者，規劃2.0版本與四大超商合作專案。
B,教育部的「動滋券」已於28日下午三點半抽出400萬個名額，中簽率57.2％；四種加碼券最後一項由客委會提供「浪漫客庄旅遊券」，已在29日中午抽出14萬名幸運者，總計超過358萬人登記，中籤率僅4%。
B,這一波加碼券放送，民眾若幸運全拿，再加上三倍券、安心旅遊補助，等同花一千元共可獲得7150元的消費補助，可以花得爽快！
B,以電子票券方式發放，面額100元共8張，需綁定Line個人帳號。使用期限8月1日至12月31日止。
B,消費時出示掃描QR Code，消費每滿百元可折抵一張，單次最高折抵800元，不得兌換現金或找零。
B,客家委員會29日辦理「浪漫客庄旅遊券」第2階段的公開抽籤，從逾358萬5800人中抽出14萬名幸運者。下午5時後將陸續以簡訊通知中獎者，晚間7時開放中獎查詢功能。中獎者領券時間為7月29日起至12月31日，以身分證證號尾數分流，尾數為1、2、3者，可於29日下午5時至7時領券；尾數為4、5、6者，可於29日下午7時至9時領券；尾數為7、8、9、0者，可於29日下午9時後領券；7月30日起則天天都可領券。
B,採線上電子錢包方式發放，抽中者至「動滋網」填寫資料後，可獲得500元抵用額度。使用期限8月8日至2021年1月31日止。
B,在7月20日至26日開放民眾登記後，最終共有698萬7263人取得抽籤資格，28日從中抽出400萬個名額，中簽率57.2％也是「三券」中中簽率最低的。民眾可在29日10點前獲得中籤簡訊通知，或是10點後透過動滋網進行查詢。8月6日起開放中籤民眾領券。
B,消費時使用限一次抵用完畢，不得分次抵用，亦不可兌換現金或找零，須跨鄉鎮市區使用。
B,最後為了發放動用郵局超商系統，民眾排隊搞得昏頭轉向，這些艱苦何止三倍；拿到券後要消費，民眾絞盡腦汁、貨比三家看哪個商家優惠最多，所用的能量也不只三倍。
B,國家通訊傳播委員會（NCC）公布網際網路視聽服務管理法（OTT專法）草案，禁止台灣網路服務相關業者對中國大陸網路影音服務業者提供網路、資料中心等相關服務。代理愛奇藝的歐銻銻娛樂公司董事長范立達表示，他相信政府依法行政 ，愛奇藝也一定會保障消費者權益，影視內容服務不會中斷。他坦言， 最壞的狀況就是退費，但當然不希望走到這一步。
B,范立達說，網路影音產業需要政府一起維持市場秩序，但消費糾紛如果是因為政府政策引起，對消費者不公平。他說，消費者付會費，要得到對價的服務，台灣民眾也有自由收看各種資訊的權利，不應該被政府干預。也因為法案還未通過，毆銻銻沒有預估退費的損失，在台灣也不會停止收會員和引進好內容。
B,OTT專法草案公告後被業界抱怨，他坦言，在NCC立法時，他也曾對NCC官員表達可以提供業者觀點的協助態度，但官員也未採納。
B,他說，其實網路影音服務業只是服務形式，還沒有成熟為一個產業，但這是一個新的服務模式，對此服務模式了解的官員不多， 加上國際間沒有相關立法，新法立法過程中，會有很多問題和盲點，在9月20日公告期間結束後，毆銻銻會提出意見，後續舉辦公聽會也會出席發言。
B,行政院長蘇貞昌今（30）日表示，智慧機械產業推動方案過去四年投入150億元，讓台灣機械產業從「精密機械」進步為「智慧機械」。蘇揆指示經濟部儘速規劃下階段推動重點，如紓困3.0持續對受創嚴重企業予以協助，對業界意見傾聽及給予幫忙，讓產業保留根基、調整體質，在全球疫情趨緩後可立刻出擊。
B,此外，蘇揆也指示，對於業界長期反映的人才培育、產學合作等議題，相關部會要做好完善的規劃，務實帶動產業智慧升級，朝亞洲高階製造中心的目標邁進。
B,經濟部今日於行政院會提出「智慧機械推動成果」專案報告，經濟部表示，2016年起推動「智慧機械產業推動方案」，由經濟部、科技部、教育部等相關部會、產業公協會及地方政府共同推動，政策成果深獲業界肯定。
B,經濟部表示，「智慧機械產業推動方案」整合台灣豐沛新創能量，建立符合市場需求之技術應用與服務能量，將台灣從精密機械升級為智慧機械，透過「廣度」、「深度」、「高度」、「人才培育」及「主動出擊」，全方位協助廠商進行轉型升級，以達成「智機產業化」及「產業智機化」之目標，創造我國機械產業下一波成長新動能。
B,經濟部指出，在「廣度」方面，經濟部透過智慧機上盒(SMB)輔導計畫協助中小企業提升數位化能力，解決過去依賴紙本作業，讓管理者則可以隨時查看工廠生產動態，及時分析與解決各種生產製程問題。
B,"經濟部統計，截至2020年6月底，SMB輔導計畫推動4,456台設備聯網，超越原訂之4,100台目標，讓更多中小企業能邁出智慧製造的第一步。"
B,經濟部表示，在「深度」方面，經濟部透過智慧機械產業創新AI應用加值計畫，讓具備數位化能力之業者跨出自家廠區，與上下游供應鏈進行數位串流並導入AI應用，提升供應鏈管理效率，加速市場反應能力。
B,經濟部指出，在「高度」方面，經濟部透過智慧機械領航計畫促成國內指標性業者與國內解決方案提供者之合作，打造智慧機械標竿企業，使已具備數位化能力之業者，由工業3.0邁向4.0，以突破傳統生產瓶頸。
B,經濟部表示，在「人才培育」方面，教育部已盤點我國學校現有之智慧製造課程教材，並針對「智慧製造跨領域課程」開發三門共通教材，以補足智慧製造課程缺口，同時，搭配種子師資培訓及智慧製造跨校跨域教學策略聯盟進行推廣，至6月底已有20所學校使用教育部所開發之智慧製造共通教材授課。
B,經濟部指出，在「主動出擊」方面，經濟部於2018年籌組智慧製造輔導團，為廠商提供諮詢診斷及技術服務，協助我國中小企業(User)導入智慧製造，同時帶動我國系統整合（SI）廠商新商機。截至2020年6月已輔導164家廠商申請政府資源9.48億元，並帶動廠商投入13.57億元。
B,經濟部表示，智慧機械與智慧製造是未來發展趨勢，行政院將持續推動「智慧機械產業推動方案」，並以「智慧機械」與「智慧製造」兩大推動方向為主軸，持續協助企業轉型升級，以提升產業國際競爭力。
B,台灣機械工業同業公會理事長柯拔希表示，由於疫情和美中貿易戰仍有變數，第3季台灣機械產業產值表現可能不太樂觀，今年產值力拚較去年持平。
B,機械公會今天上午與台灣電機電子工業同業公會舉行「設備暨製造數位轉型結盟」簽約儀式，會前柯拔希接受媒體短暫採訪。
B,展望下半年和今年台灣機械產業表現，柯拔希指出，今年有COVID-19（2019冠狀病毒疾病）疫情，加上美中貿易戰變數未解，第3季機械產業表現恐怕不太樂觀，整體經濟景氣仍處於觀望，產業訂單多以短單為主，對機械業者傷害較大。
B,他預期，今年台灣機械產業整體產值力拚較去年持平，希望能達到新台幣1.1兆元的規模，若疫情和貿易戰未解，2025年產值達到2兆元的目標可能要調整；若疫情改善，期待明年台灣機械產業產值有報復性的成長。
B,對於政府提出紓困3.0方案，柯拔希不諱言指出，工具機產業受到疫情影響明顯，期盼政府協助工具機和機械業者度過難關，不過對於業者來說，紓困不是最主要的，政府加大力道推動產業振興才是關鍵。
B,他也指出，儘管疫情和貿易戰影響機械產業產值表現，不過這也帶動第二生產基地，加上市場剛性需求仍在，長期來看台灣機械產業表現並不悲觀。
B,晶片大廠超微（AMD）28日公布強勁的財測數字，原因是遠距工作趨勢，帶動資料中心業者與PC製造商對晶片的需求，凸顯超微正從對手英特爾的伺服器晶片市場搶得訂單，相較英特爾在7奈米製程落後，超微在台積電（2330）7奈米及5奈米產能力挺下，旗下中央處理器及繪圖晶片頻傳捷報。
B,台積電供應鏈透露，超微仍是台積電優先力挺主要客戶，且明年5奈米強化版支援超微最先進的Ryzen系列處理器，預料將可為該公司再添戰力 。
B,目前超微主力產品包括採用Zen 2架構的Rayzen 3000處理器，以及切入索尼新遊戲機PS5和微軟Xbox Series X 、均採用台積電7奈米製程。台積電昨（29）日股價收422元，下滑13元，外資連兩日賣超，市場預期，台積電本季營收在超微積極追產能帶動下，季增8%-11%，營收有望連兩季創新高。
B,受惠財報消息激勵，超微29日早盤股價大漲逾10%。超微預估，第3季營收將達25.5億美元，高於分析師預期的23億美元。超微同時調高全年營收預估，預期2020年營收成長約32%，增幅大於原估的25%，主要由強勁的PC、電玩與資料中心產品銷售強勁帶動。華爾街原先預期今年營收成長25%至84億美元。
B,在台積電因應美國對華為頒布新出口禁令，5月15日後停接華為新訂單後，華為旗下海思騰出的產能，很快被蘋果、超微、輝達及聯發科等包下，其中超微甚至第一個卡位海思騰出在台積電5奈米產能的客戶，透露超微挾7奈米締造的成功模式，準備快速在5奈米複製，台積電也因超微的合作緊密，減輕掉單的風險，雙方似乎已建立良好共創雙贏的模式。
B,雖然超微對外公布的製程藍圖，要到2022年才會有5奈米的產品問世，不過，台積電供應鏈透露，近期超微已在台積電5奈米投了為數不小的晶圓，且以繪圖晶片優先導入；至於月產能近3萬片位於台積電南科Fab 18的P4廠，也將於明年上半年完成建置，後續視情況再擴增，應是為超微更高效能的Ryzen系列的處理器預做準備，可預期帶給英特爾的壓力更大。
B,"超微上季淨利1.57億美元，較去年同期3,500萬美元增加三倍多；每股盈餘13美分，遠高於去年同期的3美分；營收成長26%至19.3億美元，高於分析師預期，主要因Epyc伺服器晶片與 Ryzen PC處理器銷售強勁。"
B,超微曾經落後英特爾長達數十年時間，但近年來有加速追上之勢，可歸功於台積電利用7奈米技術為超微生產晶片，有助超微開始奪取英特爾的市占。
B,超微與英特爾的表現分歧，從股價彼消我長也可見一斑。超微今年來股價大漲近50%至每股67.61美元，英特爾今年來卻挫跌近18%
B,至每股49.24美元，兩者股價呈現交叉趨勢。
B,最新第三方市場研究報告顯示，蘋果公司是第2季中國大陸成長最快的智慧手機製造商，靠平價手機iPhone SE、暢銷機款iPhone 11系列和大打折扣促銷，銷售在大陸市場逆勢成長，為即將公布的財報帶來好兆頭。
B,"由上海市調機構CINNO Research發布的數據顯示，第2季iPhone在大陸的銷售量與一年前相比增加62%至1,300萬支；與前一季相比更躍增225%，儘管反映比較基期低，但也凸顯iPhone銷售較第1季復甦，當時新冠肺炎疫情迫使蘋果關閉大陸門市、影響銷售。"
B,大陸iPhone銷售低潮發生在2月，當時蘋果只賣出不到50萬支手機。但後來銷售穩定彈升，主要拜iPhone 11系列熱賣之賜。
B,Counterpoint Research分析師唐叮說：「iPhone 11在中國仍是最暢銷的機型，自去年9月迄今銷售持續領先，這顯示蘋果品牌對中國消費者有強大的魅力。」
B,最新第三方數據發布的時機，適逢蘋果30日公布會計年度第3季財報的前一天。
B,市場研究機構Counterpoint Research的資料則顯示，在4月至6月一季，iPhone在大陸的零售通路銷售量（sell-through）達740萬支，較去年同期成長32%。這裡指的是對蘋果零售夥伴的iPhone出貨量，是接近對消費者實際銷售量的指標。
B,"相較下，大陸手機製造商華為的零售通路銷售量達3,660萬支，較一年前增加14%。蘋果在大陸手機銷售一向遠低於華為。"
B,至於大陸五大手機品牌其餘的三家，即Oppo、Vivo和小米，上季銷售全面大減，呼應大陸整體智慧手機市場年減17%的頹勢。
B,英特爾坦承7奈米製程將延後半年，且不排除委外代工的可能，台經院研究員暨產業顧問劉佩真分析有兩大因素，讓英特爾不得不把卡關的新品訂單委外製造，且放眼全球，能接下英特爾委外大餅的廠商，除了台積電（2330），恐怕也很難再找到更適合的廠商了。
B,劉佩真表示，英特爾在製程上的落後，給了競爭對手竄起的機會，在英特爾製程還不順暢時，超微已經透過採用台積電7奈米製程的產品追了上來，如果英特爾7奈米製程新品不委外，將有兩個可能的影響，是英特爾不得不重視的委外代工的關鍵。
B,劉佩真指出，面對超微的競爭，如果新品持續卡關，新品落後超微的差距恐將加大，且造成市占率進一步的流失；台積電是目前全球唯一量產6奈米的業者，在7奈米及7奈米加強版、5奈米訂單滿載的情況下，預計年底量產的6奈米製程，可以成為初期承接英特爾7奈米委外訂單的主力。
B,劉佩真強調，台積電的先進製程獨步全球，具有全球唯一的稀少性優勢，這一點是其他競爭對手難望其項背的地方，除非英特爾7奈米製程新品不委外，否則不選台積電，恐怕也難再找到更合適的業者來代工。
B,至於市場上曾認為，台積電先進製程包括7奈米、7奈米加強版、5奈米產能滿載下，恐怕難再接下英特爾的代工訂單；另外，也有分析師表示，英特爾的競爭對手也在台積電下單，恐也不樂見台積電接英特爾的代工訂單。
C,去年龍眼受暖冬影響產量銳減，今年初低溫足夠，促進龍眼花芽分化，開花著果正常，果實經過盛夏成長，粒粒飽滿多汁，產量品質更勝往年。台南區農業改良場表示，今年7月龍眼已由南往北陸續採收上巿，可選購果皮黃褐色，外觀完整、光滑且富有彈性、碩壯飽滿者。
C,台灣龍眼種植面積約1萬700公頃，是臺灣最常見的庭園果樹，其中以台南市栽培面積3800公頃為最廣。龍眼經過300多年栽培，孕育出多元品種，如五月龍眼、紅殼、粉殼、潤蒂及十月龍眼等，不同品種各具獨特風味。
C,台南區農業改良場建議，消費者選購龍眼時，可挑選果皮呈黃褐色，外觀完整亮麗、光滑且無粗糙感，如用手輕壓果實，富有彈性且碩壯飽滿。新鮮龍眼易剝殼、不黏濕，果肉剔透晶瑩。購入後可用包裝紙類包覆後裝進塑膠袋內，放入冰箱冷藏，可延長賞味期限，但仍建議盡快食用完畢，享受果實的新鮮口感。
C,龍眼果肉富含糖類、蛋白質、抗壞血酸及維生素A、B、E等多種礦物質，除了鮮食以外，還可遵循傳統古法焙製出古早味龍眼乾，搭配加工製成桂圓麵包、桂圓粥、桂圓茶。經過夏季生長，龍眼結實纍纍、粒粒飽滿。圖／台南農改場提供
C,台中市議員張彥彤今天中午在臉書貼文，「經過約一個月治療、診斷出我們全家鉛中毒，我個人部分鉛中毒加上多重器官發炎，一度準備發病危通知，出院的我還非常虛弱…。」記者致電張彥彤確認，他表示，此案已請衛生局協助調查，原因待查；父親前議長張宏年與母親和姐姐，也檢測出鉛中毒，3人仍住院中。
C,張彥彤表示，他約1個多月前莫名腸胃痛、想吐，半夜睡不著，肝指數飆升，6月底開始更不舒服，吃不下，也無法排便，肚子硬痛，7月8日急診住院一直找不到原因，院方細菌培養，並無異樣，才從血液裡發現有重金屬，正常鉛指數應10以下，他鉛指數高達88，趕緊請全家都住院驗血。
C,張彥彤表示，父親張宏年也有鉛中毒狀況，驗血鉛指數也高，「他一直說四肢無力，兩腳站不穩，終於找出原因。」
